21004,東武野田線,noda_line,pr,東武野田線,のだせん,21004
21005,東武亀戸線,kameido_line,pr,東武亀戸線,かめいどせん,21005
21006,東武大師線,tobudaishi_line,pr,東武大師線,とうぶだいしせん,21006
21007,東武越生線,ogose_line,pr,東武越生線,おごせせん,21007
21008,東武宇都宮線,utsunomiya_line,pr,東武宇都宮線,うつのみやせん,21008
21009,東武鬼怒川線,kinugawa_line,pr,東武鬼怒川線,きぬがわせん,21009
21010,東武佐野線,sano_line,pr,東武佐野線,さのせん,21010
21011,東武桐生線,kiryu_line,pr,東武桐生線,きりゅうせん,21011
21012,東武小泉線,koizumi_line,pr,東武小泉線,こいずみせん,21012
22001,西武池袋線,ikebukuro_line,pr,西武池袋線,いけぶくろせん,22001
22002,西武秩父線,seibuchichibu_line,pr,西武秩父線,せいぶちちぶせん,22002
22003,西武有楽町線,seibuyurakucho_line,pr,西武有楽町線,せいぶゆうらくちょうせん,22003
22004,西武豊島線,toshima_line,pr,西武豊島線,としません,22004
22005,西武狭山線,sayama_line,pr,西武狭山線,さやません,22005
22006,西武山口線,seibuyamaguchi_line,pr,西武山口線,せいぶやまぐちせん,22006
22007,西武新宿線,seibushinjuku_line,pr,西武新宿線,せいぶしんじゅくせん,22007
22008,西武拝島線,haijima_line,pr,西武拝島線,はいじません,22008
22009,西武西武園線,seibuen_line,pr,西武西武園線,せいぶえんせん,22009
22010,西武国分寺線,kokubunji_line,pr,西武国分寺線,こくぶんじせん,22010
22011,西武多摩湖線,tamako_line,pr,西武多摩湖線,たまこせん,22011
22012,西武多摩川線,tamagawa_line,pr,西武多摩川線,たまがわせん,22012
23001,京成本線,keiseihonsen,pr,京成本線,けいせいほんせん,23001
23002,京成押上線,oshiage_line,pr,京成押上線,おしあげせん,23002
23003,京成金町線,kanamachi_line,pr,京成金町線,かなまちせん,23003
23004,京成千葉線,chiba_line,pr,京成千葉線,ちばせん,23004
23005,京成千原線,chihara_line,pr,京成千原線,ちはらせん,23005
24001,京王線,keio_line,pr,京王線,けいおうせん,24001
24002,京王相模原線,sagamihara_line,pr,京王相模原線,さがみはらせん,24002
24003,京王高尾線,takao_line,pr,京王高尾線,たかおせん,24003
24004,京王競馬場線,keibajo_line,pr,京王競馬場線,けいばじょうせん,24004
24005,京王動物園線,dobutsuen_line,pr,京王動物園線,どうぶつえんせん,24005
24006,京王井の頭線,inokashira_line,pr,京王井の頭線,いのかしらせん,24006
25001,小田急線,odawara_line,pr,小田急小田原線,おだわらせん,25001
25002,小田急江ノ島線,enoshima_line,pr,小田急江ノ島線,えのしません,25002
25003,小田急多摩線,tama_line,pr,小田急多摩線,たません,25003
26001,東急東横線,toyoko_line,pr,東急東横線,とうよこせん,26001
26002,東急目黒線,meguro_line,pr,東急目黒線,めぐろせん,26002
26003,東急田園都市線,denentoshi_line,pr,東急田園都市線,でんえんとしせん,26003
26004,東急大井町線,oimachi_line,pr,東急大井町線,おおいまちせん,26004
26005,東急池上線,ikegami_line,pr,東急池上線,いけがみせん,26005
26006,東急多摩川線,tokyutamagawa_line,pr,東急多摩川線,とうきゅうたまがわせん,26006
26007,東急世田谷線,setagaya_line,pr,東急世田谷線,せたがやせん,26007
26008,東急こどもの国線,kodomonokuni_line,pr,東急こどもの国線,こどものくにせん,26008
27001,京急本線,keikyuhonsen,pr,京急本線,けいきゅうほんせん,27001
27002,京急空港線,keikyukuko_line,pr,京急空港線,けいきゅうくうこうせん,27002
27003,京急大師線,keikyudaishi_line,pr,京急大師線,けいきゅうだいしせん,27003
27004,京急逗子線,zushi_line,pr,京急逗子線,ずしせん,27004
27005,京急久里浜線,kurihama_line,pr,京急久里浜線,くりはません,27005
28001,銀座線,ginza_line,metro,東京メトロ銀座線,ぎんざせん,28001
28002,丸ノ内線,marunochi_line,metro,東京メトロ丸ノ内線,まるのうちせん,28002
28003,日比谷線,hibiya_line,metro,東京メトロ日比谷線,ひびやせん,28003
28004,東西線,tokyometrotozai_line,metro,東京メトロ東西線,とうきょうめとろとうざいせん,28004
28005,千代田線,chiyoda_line,metro,東京メトロ千代田線,ちよだせん,28005
28006,有楽町線,yurakucho_line,metro,東京メトロ有楽町線,ゆうらくちょうせん,28006
28007,有楽町新線,yurakuchoshin_line,metro,東京メトロ有楽町新線,ゆうらくちょうしんせん,28007
28008,半蔵門線,hanzomon_line,metro,東京メトロ半蔵門線,はんぞうもんせん,28008
28009,南北線,namboku_line,metro,東京メトロ南北線,なんぼくせん,28009
28010,副都心線,fukutoshin_line,metro,東京メトロ副都心線,ふくとしんせん,28010
29001,相鉄本線,sotetsuhonsen,pr,相鉄本線,そうてつほんせん,29001
29002,相鉄いずみ野線,izumino_line,pr,相鉄いずみ野線,いずみのせん,29002
30001,名鉄名古屋本線,nagoyahonsen,pr,名鉄名古屋本線,なごやほんせん,30001
30002,名鉄豊川線,toyokawa_line,pr,名鉄豊川線,とよかわせん,30002
30003,名鉄西尾線,nishio_line,pr,名鉄西尾線,にしおせん,30003
30004,名鉄蒲郡線,gamagori_line,pr,名鉄蒲郡線,がまごおりせん,30004
30005,名鉄三河線,mikawa_line,pr,名鉄三河線,みかわせん,30005
30006,名鉄豊田線,toyota_line,pr,名鉄豊田線,とよたせん,30006
30007,名鉄空港線,meitetsukuko_line,pr,名鉄空港線,めいてつくうこうせん,30007
30008,名鉄常滑線,tokoname_line,pr,名鉄常滑線,とこなめせん,30008
30009,名鉄河和線,kowa_line,pr,名鉄河和線,こうわせん,30009
30010,名鉄知多新線,chitashin_line,pr,名鉄知多新線,ちたしんせん,30010
30011,名鉄築港線,chikko_line,pr,名鉄築港線,ちっこうせん,30011
30012,名鉄瀬戸線,seto_line,pr,名鉄瀬戸線,せとせん,30012
30013,名鉄津島線,tsushima_line,pr,名鉄津島線,つしません,30013
30014,名鉄尾西線,bisai_line,pr,名鉄尾西線,びさいせん,30014
30015,名鉄犬山線,inuyama_line,pr,名鉄犬山線,いぬやません,30015
30016,名鉄各務原線,kakamigahara_line,pr,名鉄各務原線,かかみがはらせん,30016
30017,名鉄広見線,hiromi_line,pr,名鉄広見線,ひろみせん,30017
30018,名鉄小牧線,komaki_line,pr,名鉄小牧線,こまきせん,30018
30019,名鉄犬山モノレール線,inuyama_monorail,pr,名鉄犬山モノレール線,いぬやまものれーる,30019
30020,名鉄竹鼻線,takehana_line,pr,名鉄竹鼻線,たけはなせん,30020
30021,名鉄羽島線,hashima_line,pr,名鉄羽島線,はしません,30021
31001,近鉄難波線,namba_line,pr,近鉄難波線,なんばせん,31001
31002,近鉄橿原線,kashihara_line,pr,近鉄橿原線,かしはらせん,31002
31003,近鉄南大阪線,minamiosaka_line,pr,近鉄南大阪線,みなみおおさかせん,31003
31004,近鉄養老線,kintetsuyoro_line,pr,近鉄養老線,きんてつようろうせん,31004
31005,近鉄大阪線,osaka_line,pr,近鉄大阪線,おおさかせん,31005
31006,近鉄伊賀線,kintetsuiga_line,pr,近鉄伊賀線,きんてついがせん,31006
31007,近鉄吉野線,yoshino_line,pr,近鉄吉野線,よしのせん,31007
31008,近鉄湯の山線,yunoyama_line,pr,近鉄湯の山線,ゆのやません,31008
31009,近鉄山田線,kintetsuyamada_line,pr,近鉄山田線,きんてつやまだせん,31009
31010,近鉄鳥羽線,toba_line,pr,近鉄鳥羽線,とばせん,31010
31011,近鉄天理線,tenri_line,pr,近鉄天理線,てんりせん,31011
31012,近鉄道明寺線,domyoji_line,pr,近鉄道明寺線,どうみょうじせん,31012
31013,近鉄内部線,utsube_line,pr,近鉄内部線,うつべせん,31013
31014,近鉄八王子線,hachioji_line,pr,近鉄八王子線,はちおうじせん,31014
31015,近鉄志摩線,shima_line,pr,近鉄志摩線,しません,31015
